WASHINGTON WIZARDS Media Delivery,,SYNC COMPLETE,CONTENT ERRORS,,FUSE PROGRAMMER,,,PROGRAMMING IN PROGRESS,,,HUD,,,,RETURN TO INDEX,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,LOOK IDENTIFIER #,File Name,File Version,Content Notes,Version,Bank,Slot ,Mapping #,"Mapping 
Code",File Length,Play Mode,Error Flag,Midi Button,Notes to Kerstin,General/Show Call Notes,Upversioned Date,Folder,Look,File Path,Error Flag,Format,Codec_ID,Duration,Bit Rate,Width,Height,Aspect Ratio,Frame Rate Mode,Frame Rate,Stream Size,"Audio For,at",Audio Format/Settings,Audio Codec ID,Audio Duration,Audio Channels,Audio Channel Layout,Audio Sampling Rate,Audio Bit Depth
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220_WAS_PCC,,,,,,,,,,,,-,,,,,220_WAS_PCC,,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,083_BongaHeadshot_AUD_C_v00.mov,0,,0,226,083,004,AUD_C,15s,,-,,,,,226_WAS_Intros_1,08_BongaHeadshot,\226_WAS_Intros_1\08_BongaHeadshot\083_BongaHeadshot_AUD_C_v00.mov,-,nclc,nclc,15015,507301352,9760,800,12.200,CFR,29.970,955439781,PCM,Little / Signed,sowt,15015,2,L R,44100,16
,,084_BongaHeadshot_RIB_F_v00.mov,0,,0,226,084,010,RIB_F,,,-F,,,,,226_WAS_Intros_1,08_BongaHeadshot,\226_WAS_Intros_1\08_BongaHeadshot\084_BongaHeadshot_RIB_F_v00.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,,088_BongaHeadshot_SCB_v00.mov,0,,0,226,088,017,SCB,15.03s,,-,,,,,226_WAS_Intros_1,08_BongaHeadshot,\226_WAS_Intros_1\08_BongaHeadshot\088_BongaHeadshot_SCB_v00.mov,-,nclc,nclc,15049,254423076,1920,1080,1.778,CFR,29.970,481716227,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,09_PasecniksHeadshot,091_PasecniksHeadshot_AUD_N_v00.mov,0,,0,226,091,002,AUD_N,15.03s,,-,,,,,226_WAS_Intros_1,09_PasecniksHeadshot,\226_WAS_Intros_1\09_PasecniksHeadshot\091_PasecniksHeadshot_AUD_N_v00.mov,-,nclc,nclc,15049,311413264,5280,800,6.600,CFR,29.970,588892720,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,092_PasecniksHeadshot_AUD_S_v00.mov,0,,0,226,092,003,AUD_S,15.03s,,-,,,,,226_WAS_Intros_1,09_PasecniksHeadshot,\226_WAS_Intros_1\09_PasecniksHeadshot\092_PasecniksHeadshot_AUD_S_v00.mov,-,nclc,nclc,15049,311411713,5280,800,6.600,CFR,29.970,588893293,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,093_PasecniksHeadshot_AUD_C_v00.mov,0,,0,226,093,004,AUD_C,15.03s,,-,,,,,226_WAS_Intros_1,09_PasecniksHeadshot,\226_WAS_Intros_1\09_PasecniksHeadshot\093_PasecniksHeadshot_AUD_C_v00.mov,-,nclc,nclc,15049,483667056,9760,800,12.200,CFR,29.970,913092616,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,094_PasecniksHeadshot_RIB_F_v00.mov,0,,0,226,094,010,RIB_F,,,-F,,,,,226_WAS_Intros_1,09_PasecniksHeadshot,\226_WAS_Intros_1\09_PasecniksHeadshot\094_PasecniksHeadshot_RIB_F_v00.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,,098_PasecniksHeadshot_SCB_v00.mov,0,,0,226,098,017,SCB,15.03s,,-,,,,,226_WAS_Intros_1,09_PasecniksHeadshot,\226_WAS_Intros_1\09_PasecniksHeadshot\098_PasecniksHeadshot_SCB_v00.mov,-,nclc,nclc,15049,253300157,1920,1080,1.778,CFR,29.970,479593707,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,10_WilliamsHeadshot,101_WilliamsHeadshot_AUD_N_v00.mov,0,,0,226,101,002,AUD_N,15.03s,,-,,,,,226_WAS_Intros_1,10_WilliamsHeadshot,\226_WAS_Intros_1\10_WilliamsHeadshot\101_WilliamsHeadshot_AUD_N_v00.mov,-,nclc,nclc,15049,302677847,5280,800,6.600,CFR,29.970,572486703,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,102_WilliamsHeadshot_AUD_S_v00.mov,0,,0,226,102,003,AUD_S,15.03s,,-,,,,,226_WAS_Intros_1,10_WilliamsHeadshot,\226_WAS_Intros_1\10_WilliamsHeadshot\102_WilliamsHeadshot_AUD_S_v00.mov,-,nclc,nclc,15049,302678922,5280,800,6.600,CFR,29.970,572492215,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,103_WilliamsHeadshot_AUD_C_v00.mov,0,,0,226,103,004,AUD_C,15.03s,,-,,,,,226_WAS_Intros_1,10_WilliamsHeadshot,\226_WAS_Intros_1\10_WilliamsHeadshot\103_WilliamsHeadshot_AUD_C_v00.mov,-,nclc,nclc,15049,521351337,9760,800,12.200,CFR,29.970,984004268,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,104_WilliamsHeadshot_RIB_F_v00.mov,0,,0,226,104,010,RIB_F,,,-F,,,,,226_WAS_Intros_1,10_WilliamsHeadshot,\226_WAS_Intros_1\10_WilliamsHeadshot\104_WilliamsHeadshot_RIB_F_v00.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,,108_WilliamsHeadshot_SCB_v00.mov,0,,0,226,108,017,SCB,15.03s,,-,,,,,226_WAS_Intros_1,10_WilliamsHeadshot,\226_WAS_Intros_1\10_WilliamsHeadshot\108_WilliamsHeadshot_SCB_v00.mov,-,nclc,nclc,15049,270039900,1920,1080,1.778,CFR,29.970,511107677,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,11_PaytonHeadshot,111_PaytonHeadshot_AUD_N_v00.mov,0,,0,226,111,002,AUD_N,15.03s,,-,,,,,226_WAS_Intros_1,11_PaytonHeadshot,\226_WAS_Intros_1\11_PaytonHeadshot\111_PaytonHeadshot_AUD_N_v00.mov,-,nclc,nclc,15049,361865236,5280,800,6.600,CFR,29.970,683816792,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,112_PaytonHeadshot_AUD_S_v00.mov,0,,0,226,112,003,AUD_S,15.03s,,-,,,,,226_WAS_Intros_1,11_PaytonHeadshot,\226_WAS_Intros_1\11_PaytonHeadshot\112_PaytonHeadshot_AUD_S_v00.mov,-,nclc,nclc,15049,361867275,5280,800,6.600,CFR,29.970,683824117,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,113_PaytonHeadshot_AUD_C_v00.mov,0,,0,226,113,004,AUD_C,15.03s,,-,,,,,226_WAS_Intros_1,11_PaytonHeadshot,\226_WAS_Intros_1\11_PaytonHeadshot\113_PaytonHeadshot_AUD_C_v00.mov,-,nclc,nclc,15049,560211420,9760,800,12.200,CFR,29.970,1057097714,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,114_PaytonHeadshot_RIB_F_v00.mov,0,,0,226,114,010,RIB_F,,,-F,,,,,226_WAS_Intros_1,11_PaytonHeadshot,\226_WAS_Intros_1\11_PaytonHeadshot\114_PaytonHeadshot_RIB_F_v00.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,,118_PaytonHeadshot_SCB_v00.mov,0,,0,226,118,017,SCB,15.03s,,-,,,,,226_WAS_Intros_1,11_PaytonHeadshot,\226_WAS_Intros_1\11_PaytonHeadshot\118_PaytonHeadshot_SCB_v00.mov,-,nclc,nclc,15049,307797624,1920,1080,1.778,CFR,29.970,582127547,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,12_WagnerHeadshot,121_WagnerHeadshot_AUD_N_v00.mov,0,,0,226,121,002,AUD_N,15.03s,,-,,,,,226_WAS_Intros_1,12_WagnerHeadshot,\226_WAS_Intros_1\12_WagnerHeadshot\121_WagnerHeadshot_AUD_N_v00.mov,-,nclc,nclc,15049,313017611,5280,800,6.600,CFR,29.970,591921015,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,122_WagnerHeadshot_AUD_S_v00.mov,0,,0,226,122,003,AUD_S,15.03s,,-,,,,,226_WAS_Intros_1,12_WagnerHeadshot,\226_WAS_Intros_1\12_WagnerHeadshot\122_WagnerHeadshot_AUD_S_v00.mov,-,nclc,nclc,15049,312510861,5280,800,6.600,CFR,29.970,590971285,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,123_WagnerHeadshot_AUD_C_v00.mov,0,,0,226,123,004,AUD_C,15s,,-,,,,,226_WAS_Intros_1,12_WagnerHeadshot,\226_WAS_Intros_1\12_WagnerHeadshot\123_WagnerHeadshot_AUD_C_v00.mov,-,nclc,nclc,15015,516540029,9760,800,12.200,CFR,29.970,972779655,PCM,Little / Signed,sowt,15015,2,L R,44100,16
,,124_WagnerHeadshot_RIB_F_v00.mov,0,,0,226,124,010,RIB_F,,,-F,,,,,226_WAS_Intros_1,12_WagnerHeadshot,\226_WAS_Intros_1\12_WagnerHeadshot\124_WagnerHeadshot_RIB_F_v00.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,,128_WagnerHeadshot_SCB_v00.mov,0,,0,226,128,017,SCB,15.03s,,-,,,,,226_WAS_Intros_1,12_WagnerHeadshot,\226_WAS_Intros_1\12_WagnerHeadshot\128_WagnerHeadshot_SCB_v00.mov,-,nclc,nclc,15049,244762948,1920,1080,1.778,CFR,29.970,463545080,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,13_GrantHeadshot,131_GrantHeadshot_AUD_N_v00.mov,0,,0,226,131,002,AUD_N,15.03s,,-,,,,,226_WAS_Intros_1,13_GrantHeadshot,\226_WAS_Intros_1\13_GrantHeadshot\131_GrantHeadshot_AUD_N_v00.mov,-,nclc,nclc,15049,293775448,5280,800,6.600,CFR,29.970,555697337,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,132_GrantHeadshot_AUD_S_v00.mov,0,,0,226,132,003,AUD_S,15.03s,,-,,,,,226_WAS_Intros_1,13_GrantHeadshot,\226_WAS_Intros_1\13_GrantHeadshot\132_GrantHeadshot_AUD_S_v00.mov,-,nclc,nclc,15049,293778726,5280,800,6.600,CFR,29.970,555703503,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,133_GrantHeadshot_AUD_C_v00.mov,0,,0,226,133,004,AUD_C,15.03s,,-,,,,,226_WAS_Intros_1,13_GrantHeadshot,\226_WAS_Intros_1\13_GrantHeadshot\133_GrantHeadshot_AUD_C_v00.mov,-,nclc,nclc,15049,449813383,9760,800,12.200,CFR,29.970,849229502,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,134_GrantHeadshot_RIB_F_v00.mov,0,,0,226,134,010,RIB_F,,,-F,,,,,226_WAS_Intros_1,13_GrantHeadshot,\226_WAS_Intros_1\13_GrantHeadshot\134_GrantHeadshot_RIB_F_v00.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,,138_GrantHeadshot_SCB_v00.mov,0,,0,226,138,017,SCB,15.03s,,-,,,,,226_WAS_Intros_1,13_GrantHeadshot,\226_WAS_Intros_1\13_GrantHeadshot\138_GrantHeadshot_SCB_v00.mov,-,nclc,nclc,15049,271519103,1920,1080,1.778,CFR,29.970,513846432,PCM,Little / Signed,sowt,15049,2,L R,44100,16
227_WAS_Intros_2,00_MathewsHeadshot,001_MathewsHeadshot_AUD_N_v00.mov,0,,0,227,001,002,AUD_N,15.03s,,-,,,,,227_WAS_Intros_2,00_MathewsHeadshot,\227_WAS_Intros_2\00_MathewsHeadshot\001_MathewsHeadshot_AUD_N_v00.mov,-,nclc,nclc,15049,314034923,5280,800,6.600,CFR,29.970,593809116,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,002_MathewsHeadshot_AUD_S_v00.mov,0,,0,227,002,003,AUD_S,15.03s,,-,,,,,227_WAS_Intros_2,00_MathewsHeadshot,\227_WAS_Intros_2\00_MathewsHeadshot\002_MathewsHeadshot_AUD_S_v00.mov,-,nclc,nclc,15049,314038188,5280,800,6.600,CFR,29.970,593818748,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,003_MathewsHeadshot_AUD_C_v00.mov,0,,0,227,003,004,AUD_C,15.03s,,-,,,,,227_WAS_Intros_2,00_MathewsHeadshot,\227_WAS_Intros_2\00_MathewsHeadshot\003_MathewsHeadshot_AUD_C_v00.mov,-,nclc,nclc,15049,497561739,9760,800,12.200,CFR,29.970,939214092,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,004_MathewsHeadshot_RIB_F_v00.mov,0,,0,227,004,010,RIB_F,,,-F,,,,,227_WAS_Intros_2,00_MathewsHeadshot,\227_WAS_Intros_2\00_MathewsHeadshot\004_MathewsHeadshot_RIB_F_v00.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,,008_MathewsHeadshot_SCB_v00.mov,0,,0,227,008,017,SCB,15.03s,,-,,,,,227_WAS_Intros_2,00_MathewsHeadshot,\227_WAS_Intros_2\00_MathewsHeadshot\008_MathewsHeadshot_SCB_v00.mov,-,nclc,nclc,15049,258930040,1920,1080,1.778,CFR,29.970,490168543,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,01_MahinmiHeadshot,011_MahinmiHeadshot_AUD_N_v00.mov,0,,0,227,011,002,AUD_N,15.03s,,-,,,,,227_WAS_Intros_2,01_MahinmiHeadshot,\227_WAS_Intros_2\01_MahinmiHeadshot\011_MahinmiHeadshot_AUD_N_v00.mov,-,nclc,nclc,15049,303912482,5280,800,6.600,CFR,29.970,574768291,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,012_MahinmiHeadshot_AUD_S_v00.mov,0,,0,227,012,003,AUD_S,15.03s,,-,,,,,227_WAS_Intros_2,01_MahinmiHeadshot,\227_WAS_Intros_2\01_MahinmiHeadshot\012_MahinmiHeadshot_AUD_S_v00.mov,-,nclc,nclc,15049,303897792,5280,800,6.600,CFR,29.970,574744149,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,013_MahinmiHeadshot_AUD_C_v00.mov,0,,0,227,013,004,AUD_C,15.03s,,-,,,,,227_WAS_Intros_2,01_MahinmiHeadshot,\227_WAS_Intros_2\01_MahinmiHeadshot\013_MahinmiHeadshot_AUD_C_v00.mov,-,nclc,nclc,15049,506323725,9760,800,12.200,CFR,29.970,955695782,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,014_MahinmiHeadshot_RIB_F_v00.mov,0,,0,227,014,010,RIB_F,,,-F,,,,,227_WAS_Intros_2,01_MahinmiHeadshot,\227_WAS_Intros_2\01_MahinmiHeadshot\014_MahinmiHeadshot_RIB_F_v00.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,,018_MahinmiHeadshot_SCB_v00.mov,0,,0,227,018,017,SCB,15.03s,,-,,,,,227_WAS_Intros_2,01_MahinmiHeadshot,\227_WAS_Intros_2\01_MahinmiHeadshot\018_MahinmiHeadshot_SCB_v00.mov,-,nclc,nclc,15049,262696337,1920,1080,1.778,CFR,29.970,497253098,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,02_CoachHeadshot,021_CoachHeadshot_AUD_N_v00.mov,0,,0,227,021,002,AUD_N,15.03s,,-,,,,,227_WAS_Intros_2,02_CoachHeadshot,\227_WAS_Intros_2\02_CoachHeadshot\021_CoachHeadshot_AUD_N_v00.mov,-,nclc,nclc,15049,316688850,5280,800,6.600,CFR,29.970,598801247,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,022_CoachHeadshot_AUD_S_v00.mov,0,,0,227,022,003,AUD_S,15.03s,,-,,,,,227_WAS_Intros_2,02_CoachHeadshot,\227_WAS_Intros_2\02_CoachHeadshot\022_CoachHeadshot_AUD_S_v00.mov,-,nclc,nclc,15049,316678401,5280,800,6.600,CFR,29.970,598781593,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,023_CoachHeadshot_AUD_C_v00.mov,0,,0,227,023,004,AUD_C,15.03s,,-,,,,,227_WAS_Intros_2,02_CoachHeadshot,\227_WAS_Intros_2\02_CoachHeadshot\023_CoachHeadshot_AUD_C_v00.mov,-,nclc,nclc,15049,590585067,9760,800,12.200,CFR,29.970,1114195383,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,,024_CoachHeadshot_RIB_F_v00.mov,0,,0,227,024,010,RIB_F,,,-F,,,,,227_WAS_Intros_2,02_CoachHeadshot,\227_WAS_Intros_2\02_CoachHeadshot\024_CoachHeadshot_RIB_F_v00.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,,028_CoachHeadshot_SCB_v00.mov,0,,0,227,028,017,SCB,15.03s,,-,,,,,227_WAS_Intros_2,02_CoachHeadshot,\227_WAS_Intros_2\02_CoachHeadshot\028_CoachHeadshot_SCB_v00.mov,-,nclc,nclc,15049,285570165,1920,1080,1.778,CFR,29.970,540279859,PCM,Little / Signed,sowt,15049,2,L R,44100,16
,03_DennisIntro,030_DennisIntro_AUDIO_v00.mov,0,Wrong sample rate -CD,0,227,030,024,AUDIO,8.17s,,-A,,,Intro into the starters ,,227_WAS_Intros_2,03_DennisIntro,\227_WAS_Intros_2\03_DennisIntro\030_DennisIntro_AUDIO_v00.mov,-A,nclc,nclc,8175,92963,16,16,1.000,CFR,29.970,1715715,PCM,Little / Signed,sowt,8175,2,L R,44100,16
,,031_DennisIntro_AUD_N_v00.mov,0,,0,227,031,002,AUD_N,8.17s,,-,,,,,227_WAS_Intros_2,03_DennisIntro,\227_WAS_Intros_2\03_DennisIntro\031_DennisIntro_AUD_N_v00.mov,-,nclc,nclc,8175,305220443,5280,800,6.600,CFR,29.970,314004859,PCM,Little / Signed,sowt,8175,2,L R,44100,16
,,032_DennisIntro_AUD_S_v00.mov,0,,0,227,032,003,AUD_S,8.17s,,-,,,,,227_WAS_Intros_2,03_DennisIntro,\227_WAS_Intros_2\03_DennisIntro\032_DennisIntro_AUD_S_v00.mov,-,nclc,nclc,8175,305227919,5280,800,6.600,CFR,29.970,314015989,PCM,Little / Signed,sowt,8175,2,L R,44100,16
,,033_DennisIntro_AUD_C_v00.mov,0,,0,227,033,004,AUD_C,8.17s,,-,,,,,227_WAS_Intros_2,03_DennisIntro,\227_WAS_Intros_2\03_DennisIntro\033_DennisIntro_AUD_C_v00.mov,-,nclc,nclc,8175,1264577172,9760,800,12.200,CFR,29.970,1294778547,PCM,Little / Signed,sowt,8175,2,L R,44100,16
,,034_DennisIntro_RIB_F_v00.mov,0,,0,227,034,010,RIB_F,8.17s,,-,,,,,227_WAS_Intros_2,03_DennisIntro,\227_WAS_Intros_2\03_DennisIntro\034_DennisIntro_RIB_F_v00.mov,-,nclc,nclc,8175,59136406,9504,144,66.000,CFR,29.970,62690343,PCM,Little / Signed,sowt,8175,2,L R,44100,16
,,038_DennisIntro_SCB_v00.mov,0,,0,227,038,017,SCB,8.17s,,-,,,,,227_WAS_Intros_2,03_DennisIntro,\227_WAS_Intros_2\03_DennisIntro\038_DennisIntro_SCB_v00.mov,-,nclc,nclc,8175,398951500,1920,1080,1.778,CFR,29.970,409287894,PCM,Little / Signed,sowt,8175,2,L R,44100,16
228_WAS_Intros_3,,,,,,,,,,,,-,,,,,228_WAS_Intros_3,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
229_WAS_CRN_ROTATE,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,229_WAS_CRN_ROTATE,03_DennisIntro,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
