NBA GENERIC Media Delivery,,SYNC COMPLETE,CONTENT ERRORS,,FUSE PROGRAMMER,,,PROGRAMMING IN PROGRESS,,,HUD,,,,RETURN TO INDEX,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,LOOK IDENTIFIER #,File Name,File Version,Notes,Version,Bank,Slot ,Mapping #,"Mapping 
Code",File Length,Play Mode,Error Flag,Loop Out Frame,Notes to Kerstin,General/Show Call Notes,Upversioned Date,Folder,Look,File Path,Error Flag,Format,Codec_ID,Duration,Bit Rate,Width,Height,Aspect Ratio,Frame Rate Mode,Frame Rate,Stream Size,"Audio For,at",Audio Format/Settings,Audio Codec ID,Audio Duration,Audio Channels,Audio Channel Layout,Audio Sampling Rate,Audio Bit Depth
,20_DEN_OKC,201_DEN_OKC_AUD_F_v01.mov,1,,,236,201,001,AUD_F,10s,,-,,,,,236_NBA_TMMATCH_1,20_DEN_OKC,\236_NBA_TMMATCH_1\20_DEN_OKC\201_DEN_OKC_AUD_F_v01.mov,-,nclc,nclc,10010,774583145,10160,1600,6.350,CFR,29.970,969201206,-,-,-,-,-,-,-,-
,,208_DEN_OKC_SCB_v01.mov,1,,,236,208,017,SCB,10s,,-,,,,,236_NBA_TMMATCH_1,20_DEN_OKC,\236_NBA_TMMATCH_1\20_DEN_OKC\208_DEN_OKC_SCB_v01.mov,-,nclc,nclc,10010,124851875,1920,1080,1.778,CFR,29.970,156223881,-,-,-,-,-,-,-,-
,21_IND_WAS,201_DEN_OKC_AUD_F_v01.mov,1,,,236,201,001,AUD_F,,,-F,,,,,236_NBA_TMMATCH_1,21_IND_WAS,\236_NBA_TMMATCH_1\21_IND_WAS\201_DEN_OKC_AUD_F_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,,208_DEN_OKC_SCB_v01.mov,1,,,236,208,017,SCB,,,-F,,,,,236_NBA_TMMATCH_1,21_IND_WAS,\236_NBA_TMMATCH_1\21_IND_WAS\208_DEN_OKC_SCB_v01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,22_MEM_NOP,221_MEM_NOP_AUD_F_v01.mov,1,,,236,221,001,AUD_F,10s,,-,,,,,236_NBA_TMMATCH_1,22_MEM_NOP,\236_NBA_TMMATCH_1\22_MEM_NOP\221_MEM_NOP_AUD_F_v01.mov,-,nclc,nclc,10010,652330218,10160,1600,6.350,CFR,29.970,816232078,-,-,-,-,-,-,-,-
,,228_MEM_NOP_SCB_v01.mov,1,,,236,228,017,SCB,10s,,-,,,,7/21/2020 8:32:33,236_NBA_TMMATCH_1,22_MEM_NOP,\236_NBA_TMMATCH_1\22_MEM_NOP\228_MEM_NOP_SCB_v01.mov,-,nclc,nclc,10010,104246090,1920,1080,1.778,CFR,29.970,130440659,-,-,-,-,-,-,-,-
,23_SAS_PHI,231_SAS_PHI_AUD_F_v02.mov,2,,,236,231,001,AUD_F,10s,,-,,,,7/21/2020 8:32:35,236_NBA_TMMATCH_1,23_SAS_PHI,\236_NBA_TMMATCH_1\23_SAS_PHI\231_SAS_PHI_AUD_F_v02.mov,-,nclc,nclc,10010,664775167,10160,1600,6.350,CFR,29.970,831803835,-,-,-,-,-,-,-,-
,,238_SAS_PHI_SCB_v02.mov,2,,,236,238,017,SCB,10s,,-,,,,7/21/2020 8:32:35,236_NBA_TMMATCH_1,23_SAS_PHI,\236_NBA_TMMATCH_1\23_SAS_PHI\238_SAS_PHI_SCB_v02.mov,-,nclc,nclc,10010,109682841,1920,1080,1.778,CFR,29.970,137243516,-,-,-,-,-,-,-,-
,24_LAL_UTA,241_LAL_UTA_AUD_F_v01.mov,1,,1,236,241,001,AUD_F,10s,,-,,,,,236_NBA_TMMATCH_1,24_LAL_UTA,\236_NBA_TMMATCH_1\24_LAL_UTA\241_LAL_UTA_AUD_F_v01.mov,-,nclc,nclc,10010,584381740,10160,1600,6.350,CFR,29.970,731211459,-,-,-,-,-,-,-,-
,,248_LAL_UTA_SCB_v01.mov,1,,1,236,248,017,SCB,10s,,-,,,,,236_NBA_TMMATCH_1,24_LAL_UTA,\236_NBA_TMMATCH_1\24_LAL_UTA\248_LAL_UTA_SCB_v01.mov,-,nclc,nclc,10010,96605563,1920,1080,1.778,CFR,29.970,120880447,-,-,-,-,-,-,-,-
237_NBA_TMMATCH_2,00_BKN_MIL,001_BKN_MIL_AUD_F_v01.mov,1,It is getting blocked from versioning by 001_bos_static_aud_f.mov -cd,,237,001,001,AUD_F,10s,,-,,,,7/21/2020 9:14:50,237_NBA_TMMATCH_2,00_BKN_MIL,\237_NBA_TMMATCH_2\00_BKN_MIL\001_BKN_MIL_AUD_F_v01.mov,-,nclc,nclc,10010,639666793,10160,1600,6.350,CFR,29.970,800386951,-,-,-,-,-,-,-,-
,,008_BKN_MIL_SCB_v01.mov,1,,,237,008,017,SCB,10s,,-,,,,7/21/2020 9:14:54,237_NBA_TMMATCH_2,00_BKN_MIL,\237_NBA_TMMATCH_2\00_BKN_MIL\008_BKN_MIL_SCB_v01.mov,-,nclc,nclc,10010,105728037,1920,1080,1.778,CFR,29.970,132295015,-,-,-,-,-,-,-,-
,01_DAL_SAC,011_DAL_SAC_AUD_F_v01.mov,1,,,237,011,001,AUD_F,10s,,-,,,,,237_NBA_TMMATCH_2,01_DAL_SAC,\237_NBA_TMMATCH_2\01_DAL_SAC\011_DAL_SAC_AUD_F_v01.mov,-,nclc,nclc,10010,599331451,10160,1600,6.350,CFR,29.970,749917304,-,-,-,-,-,-,-,-
,,018_DAL_SAC_SCB_v01.mov,1,,,237,018,017,SCB,10s,,-,,,,,237_NBA_TMMATCH_2,01_DAL_SAC,\237_NBA_TMMATCH_2\01_DAL_SAC\018_DAL_SAC_SCB_v01.mov,-,nclc,nclc,10010,96587972,1920,1080,1.778,CFR,29.970,120858397,-,-,-,-,-,-,-,-
,02_PHX_LAC,021_PHX_LAC_AUD_F_v01.mov,1,,,237,021,001,AUD_F,10s,,-,,,,,237_NBA_TMMATCH_2,02_PHX_LAC,\237_NBA_TMMATCH_2\02_PHX_LAC\021_PHX_LAC_AUD_F_v01.mov,-,nclc,nclc,10010,659622619,10160,1600,6.350,CFR,29.970,825356704,-,-,-,-,-,-,-,-
,,028_PHX_LAC_SCB_v01.mov,1,,,237,028,017,SCB,10s,,-,,,,,237_NBA_TMMATCH_2,02_PHX_LAC,\237_NBA_TMMATCH_2\02_PHX_LAC\028_PHX_LAC_SCB_v01.mov,-,nclc,nclc,10010,112573742,1920,1080,1.778,CFR,29.970,140860792,-,-,-,-,-,-,-,-
,03_ORL_IND,031_ORL_IND_AUD_F_v01.mov,1,,,237,031,001,AUD_F,10s,,-,,,,,237_NBA_TMMATCH_2,03_ORL_IND,\237_NBA_TMMATCH_2\03_ORL_IND\031_ORL_IND_AUD_F_v01.mov,-,nclc,nclc,10010,784568298,10160,1600,6.350,CFR,29.970,981695141,-,-,-,-,-,-,-,-
,,038_ORL_IND_SCB_v01.mov,1,,,237,038,017,SCB,10s,,-,,,,,237_NBA_TMMATCH_2,03_ORL_IND,\237_NBA_TMMATCH_2\03_ORL_IND\038_ORL_IND_SCB_v01.mov,-,nclc,nclc,10010,129801629,1920,1080,1.778,CFR,29.970,162417283,-,-,-,-,-,-,-,-
,04_BOS_MIA,041_BOS_MIA_AUD_F_v01.mov,1,,,237,041,001,AUD_F,10s,,-,,,,,237_NBA_TMMATCH_2,04_BOS_MIA,\237_NBA_TMMATCH_2\04_BOS_MIA\041_BOS_MIA_AUD_F_v01.mov,-,nclc,nclc,10010,666966413,10160,1600,6.350,CFR,29.970,834545635,-,-,-,-,-,-,-,-
,,048_BOS_MIA_SCB_v01.mov,1,,,237,048,017,SCB,10s,,-,,,,,237_NBA_TMMATCH_2,04_BOS_MIA,\237_NBA_TMMATCH_2\04_BOS_MIA\048_BOS_MIA_SCB_v01.mov,-,nclc,nclc,10010,115273663,1920,1080,1.778,CFR,29.970,144239067,-,-,-,-,-,-,-,-
,05_HOU_POR,051_HOU_POR_AUD_F_v01.mov,1,,,237,051,001,AUD_F,10s,,-,,,,,237_NBA_TMMATCH_2,05_HOU_POR,\237_NBA_TMMATCH_2\05_HOU_POR\051_HOU_POR_AUD_F_v01.mov,-,nclc,nclc,10010,703855900,10160,1600,6.350,CFR,29.970,880703652,-,-,-,-,-,-,-,-
,,058_HOU_POR_SCB_v01.mov,1,,,237,058,017,SCB,10s,,-,,,,,237_NBA_TMMATCH_2,05_HOU_POR,\237_NBA_TMMATCH_2\05_HOU_POR\058_HOU_POR_SCB_v01.mov,-,nclc,nclc,10010,117635285,1920,1080,1.778,CFR,29.970,147194066,-,-,-,-,-,-,-,-
,06_MEM_UTA,061_MEM_UTA_AUD_F_v01.mov,1,,,237,061,001,AUD_F,10s,,-,,,,,237_NBA_TMMATCH_2,06_MEM_UTA,\237_NBA_TMMATCH_2\06_MEM_UTA\061_MEM_UTA_AUD_F_v01.mov,-,nclc,nclc,10010,621436870,10160,1600,6.350,CFR,29.970,777576737,-,-,-,-,-,-,-,-
,,068_MEM_UTA_SCB_v01.mov,1,,,237,068,017,SCB,10s,,-,,,,,237_NBA_TMMATCH_2,06_MEM_UTA,\237_NBA_TMMATCH_2\06_MEM_UTA\068_MEM_UTA_SCB_v01.mov,-,nclc,nclc,10010,101147422,1920,1080,1.778,CFR,29.970,126563482,-,-,-,-,-,-,-,-
,07_PHI_WAS,071_PHI_WAS_AUD_F_v01.mov,1,,,237,071,001,AUD_F,10s,,-,,,,,237_NBA_TMMATCH_2,07_PHI_WAS,\237_NBA_TMMATCH_2\07_PHI_WAS\071_PHI_WAS_AUD_F_v01.mov,-,nclc,nclc,10010,674186770,10160,1600,6.350,CFR,29.970,843580116,-,-,-,-,-,-,-,-
,,078_PHI_WAS_SCB_v01.mov,1,,,237,078,017,SCB,10s,,-,,,,,237_NBA_TMMATCH_2,07_PHI_WAS,\237_NBA_TMMATCH_2\07_PHI_WAS\078_PHI_WAS_SCB_v01.mov,-,nclc,nclc,10010,108679760,1920,1080,1.778,CFR,29.970,135988406,-,-,-,-,-,-,-,-
,08_DEN_SAS,081_DEN_SAS_AUD_F_v01.mov,1,,,237,081,001,AUD_F,10s,,-,,,,7/21/2020 9:14:43,237_NBA_TMMATCH_2,08_DEN_SAS,\237_NBA_TMMATCH_2\08_DEN_SAS\081_DEN_SAS_AUD_F_v01.mov,-,nclc,nclc,10010,389284405,10160,1600,6.350,CFR,29.970,487095675,-,-,-,-,-,-,-,-
,,088_DEN_SAS_SCB_v01.mov,1,,,237,088,017,SCB,10s,,-,,,,7/21/2020 9:14:42,237_NBA_TMMATCH_2,08_DEN_SAS,\237_NBA_TMMATCH_2\08_DEN_SAS\088_DEN_SAS_SCB_v01.mov,-,nclc,nclc,10010,64489935,1920,1080,1.778,CFR,29.970,80695612,-,-,-,-,-,-,-,-
,09_OKC_LAL,091_OKC_LAL_AUD_F_v01.mov,1,,,237,091,001,AUD_F,10s,,-,,,,,237_NBA_TMMATCH_2,09_OKC_LAL,\237_NBA_TMMATCH_2\09_OKC_LAL\091_OKC_LAL_AUD_F_v01.mov,-,nclc,nclc,10010,760965095,10160,1600,6.350,CFR,29.970,952161603,-,-,-,-,-,-,-,-
,,098_OKC_LAL_SCB_v01.mov,1,,,237,098,017,SCB,10s,,-,,,,,237_NBA_TMMATCH_2,09_OKC_LAL,\237_NBA_TMMATCH_2\09_OKC_LAL\098_OKC_LAL_SCB_v01.mov,-,nclc,nclc,10010,121949850,1920,1080,1.778,CFR,29.970,152592683,-,-,-,-,-,-,-,-
,10_TOR_ORL,101_TOR_ORL_AUD_F_v01.mov,1,,,237,101,001,AUD_F,10s,,-,,,,7/21/2020 9:14:41,237_NBA_TMMATCH_2,10_TOR_ORL,\237_NBA_TMMATCH_2\10_TOR_ORL\101_TOR_ORL_AUD_F_v01.mov,-,nclc,nclc,10010,752089658,10160,1600,6.350,CFR,29.970,941056201,-,-,-,-,-,-,-,-
,,108_TOR_ORL_SCB_v01.mov,1,,,237,108,017,SCB,10s,,-,,,,,237_NBA_TMMATCH_2,10_TOR_ORL,\237_NBA_TMMATCH_2\10_TOR_ORL\108_TOR_ORL_SCB_v01.mov,-,nclc,nclc,10010,119236052,1920,1080,1.778,CFR,29.970,149197043,-,-,-,-,-,-,-,-
,11_BKN_BOS,111_BKN_BOS_AUD_F_v01.mov,1,,,237,111,001,AUD_F,10s,,-,,,,7/21/2020 9:14:39,237_NBA_TMMATCH_2,11_BKN_BOS,\237_NBA_TMMATCH_2\11_BKN_BOS\111_BKN_BOS_AUD_F_v01.mov,-,nclc,nclc,10010,705388286,10160,1600,6.350,CFR,29.970,882621051,-,-,-,-,-,-,-,-
,,118_BKN_BOS_SCB_v01.mov,1,,,237,118,017,SCB,10s,,-,,,,7/21/2020 9:14:39,237_NBA_TMMATCH_2,11_BKN_BOS,\237_NBA_TMMATCH_2\11_BKN_BOS\118_BKN_BOS_SCB_v01.mov,-,nclc,nclc,10010,124448907,1920,1080,1.778,CFR,29.970,155719675,-,-,-,-,-,-,-,-
,12_NOP_SAC,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,12_NOP_SAC,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,12_NOP_SAC,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,13_MIA_MIL,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,13_MIA_MIL,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,13_MIA_MIL,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,14_IND_PHX,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,14_IND_PHX,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,14_IND_PHX,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,15_LAC_DAL,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,15_LAC_DAL,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,15_LAC_DAL,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,16_POR_DEN,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,16_POR_DEN,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,16_POR_DEN,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,17_LAL_HOU,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,17_LAL_HOU,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,17_LAL_HOU,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18_UTA_SAS,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,18_UTA_SAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,18_UTA_SAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,19_OKC_MEM,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,19_OKC_MEM,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,19_OKC_MEM,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,20_SAC_BKN,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,20_SAC_BKN,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,20_SAC_BKN,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,21_ORL_PHI,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,21_ORL_PHI,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,21_ORL_PHI,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,22_WAS_NOP,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,22_WAS_NOP,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,22_WAS_NOP,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,23_BOS_TOR,,,,,,,,,,,-,,,,,237_NBA_TMMATCH_2,23_BOS_TOR,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
238_NBA_TMMATCH_3,00_LAC_POR,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,00_LAC_POR,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,01_UTA_DEN,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,01_UTA_DEN,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,02_LAL_IND,,,wrong file in folder,,,,,,,,-,,,,,238_NBA_TMMATCH_3,02_LAL_IND,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,03_PHX_MIA,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,03_PHX_MIA,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,04_MIL_DAL,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,04_MIL_DAL,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,05_WAS_OKC,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,05_WAS_OKC,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,06_MEM_TOR,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,06_MEM_TOR,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,07_SAS_NOP,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,07_SAS_NOP,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,08_ORL_BOS,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,08_ORL_BOS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,09_PHI_POR,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,09_PHI_POR,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,10_HOU_SAC,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,10_HOU_SAC,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,11_BKN_LAC,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,11_BKN_LAC,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,12_OKC_PHX,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,12_OKC_PHX,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,13_DAL_UTA,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,13_DAL_UTA,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,14_TOR_MIL,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,14_TOR_MIL,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,15_IND_MIA,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,15_IND_MIA,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,16_DEN_LAL,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,16_DEN_LAL,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,17_BKN_ORL,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,17_BKN_ORL,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,18_HOU_SAS,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,18_HOU_SAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,19_PHX_PHI,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,19_PHX_PHI,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,20_POR_DAL,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,20_POR_DAL,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,21_BOS_MEM,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,21_BOS_MEM,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,22_NOP_SAC,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,22_NOP_SAC,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,23_MIL_WAS,,,,,,,,,,,-,,,,,238_NBA_TMMATCH_3,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
239_NBA_TMMATCH_4,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,239_NBA_TMMATCH_4,23_MIL_WAS,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
