PORTLAND TRAILBLAZERS Media Delivery,,SYNC COMPLETE,CONTENT ERRORS,,FUSE PROGRAMMER,,,PROGRAMMING IN PROGRESS,,,HUD,,,,RETURN TO INDEX,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,LOOK IDENTIFIER #,File Name,File Version,Notes,Version,Bank,Slot ,Mapping #,"Mapping 
Code",File Length,Play Mode,Error Flag,Midi Button,Notes to Kerstin,General/Show Call Notes,Upversioned Date,Folder,Look,File Path,Error Flag,Format,Codec_ID,Duration,Bit Rate,Width,Height,Aspect Ratio,Frame Rate Mode,Frame Rate,Stream Size,"Audio For,at",Audio Format/Settings,Audio Codec ID,Audio Duration,Audio Channels,Audio Channel Layout,Audio Sampling Rate,Audio Bit Depth
,03_ZoomCJThree,031_ZoomCJThree_AUD_F_v01.mov,1,,1,171,031,001,AUD_F,5s,,-,24,,,,171_POR_FERA,03_ZoomCJThree,\171_POR_FERA\03_ZoomCJThree\031_ZoomCJThree_AUD_F_v01.mov,-,nclc,nclc,5005,2933582593,10160,1600,6.350,CFR,29.970,1836444459,-,-,-,-,-,-,-,-
,04_ZoomMediumCheer,041_ZoomMediumCheer_AUD_F_v01.mov,1,,1,171,041,001,AUD_F,5s,,-,54,,,,171_POR_FERA,04_ZoomMediumCheer,\171_POR_FERA\04_ZoomMediumCheer\041_ZoomMediumCheer_AUD_F_v01.mov,-,nclc,nclc,5005,3026973055,10160,1600,6.350,CFR,29.970,1894912621,-,-,-,-,-,-,-,-
,05_ZoomHassanFlex,051_ZoomHassanFlex_AUD_F_v01.mov,1,,1,171,051,001,AUD_F,5s,,-,29,,,,171_POR_FERA,05_ZoomHassanFlex,\171_POR_FERA\05_ZoomHassanFlex\051_ZoomHassanFlex_AUD_F_v01.mov,-,nclc,nclc,5005,2993685644,10160,1600,6.350,CFR,29.970,1874087594,-,-,-,-,-,-,-,-
,06_ZoomMeloThree,061_ZoomMeloThree_AUD_F_v01.mov,1,,1,171,061,001,AUD_F,5s,,-,27,,,,171_POR_FERA,06_ZoomMeloThree,\171_POR_FERA\06_ZoomMeloThree\061_ZoomMeloThree_AUD_F_v01.mov,-,nclc,nclc,5005,3077662385,10160,1600,6.350,CFR,29.970,1926631099,-,-,-,-,-,-,-,-
,07_ZoomSmallCheer,071_ZoomSmallCheer_AUD_F_v01.mov,1,,1,171,071,001,AUD_F,5s,,-,55,,,,171_POR_FERA,07_ZoomSmallCheer,\171_POR_FERA\07_ZoomSmallCheer\071_ZoomSmallCheer_AUD_F_v01.mov,-,nclc,nclc,5005,3049231447,10160,1600,6.350,CFR,29.970,1908862474,-,-,-,-,-,-,-,-
172_POR_Image_1,01_TrailBlazersStatic,011_TrailBlazersStatic_AUD_F_v01.mov,1,,1,172,011,001,AUD_F,10s,,-,36,,,,172_POR_Image_1,01_TrailBlazersStatic,\172_POR_Image_1\01_TrailBlazersStatic\011_TrailBlazersStatic_AUD_F_v01.mov,-,nclc,nclc,10010,4044076045,10160,1600,6.350,CFR,29.970,5060257313,-,-,-,-,-,-,-,-
,,014_TrailBlazersStatic_RIB_F_v01.mov,1,,1,172,014,010,RIB_F,10s,,-,36,,,,172_POR_Image_1,01_TrailBlazersStatic,\172_POR_Image_1\01_TrailBlazersStatic\014_TrailBlazersStatic_RIB_F_v01.mov,-,nclc,nclc,10010,337702352,9504,144,66.000,CFR,29.970,422654113,-,-,-,-,-,-,-,-
,12_TrailBlazersGeneric,121_TrailBlazersGeneric_AUD_F_v01.mov,1,,1,172,121,001,AUD_F,10s,,-,64,,,,172_POR_Image_1,12_TrailBlazersGeneric,\172_POR_Image_1\12_TrailBlazersGeneric\121_TrailBlazersGeneric_AUD_F_v01.mov,-,nclc,nclc,10010,3966504300,10160,1600,6.350,CFR,29.970,4963868449,-,-,-,-,-,-,-,-
,,124_TrailBlazersGeneric_RIB_F_v01.mov,1,,1,172,124,010,RIB_F,10s,,-,64,,,,172_POR_Image_1,12_TrailBlazersGeneric,\172_POR_Image_1\12_TrailBlazersGeneric\124_TrailBlazersGeneric_RIB_F_v01.mov,-,nclc,nclc,10010,335581244,9504,144,66.000,CFR,29.970,420719633,-,-,-,-,-,-,-,-
173_POR_Image_2,01_ArenaOpen,014_PORArenaOpen_RIB_F_V01.mov,1,,99,173,014,010,RIB_F,,,-F,,Missing in d3,,,173_POR_Image_2,01_ArenaOpen,\173_POR_Image_2\01_ArenaOpen\014_PORArenaOpen_RIB_F_V01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
