OKLAHOMA CITY THUNDER Media Delivery,,SYNC ACTIVE,CONTENT ERRORS,,FUSE PROGRAMMER,,,PROGRAMMING IN PROGRESS,,,HUD,,,,RETURN TO INDEX,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,LOOK IDENTIFIER #,File Name,File Version, Content Notes,Version,Bank,Slot ,Mapping #,"Mapping 
Code",File Length,Play Mode,Error Flag,Midi Button,Kerstin Notes,General/Show Call Notes,Upversioned Date,Folder,Look,File Path,Error Flag,Format,Codec_ID,Duration,Bit Rate,Width,Height,Aspect Ratio,Frame Rate Mode,Frame Rate,Stream Size,"Audio For,at",Audio Format/Settings,Audio Codec ID,Audio Duration,Audio Channels,Audio Channel Layout,Audio Sampling Rate,Audio Bit Depth
,,064_Gallinari_Intro1_RIB_F_v01.mov,1,,1,136,064,010,RIB_F,7.97s,,-,8,,,,136_OKC_Intros_1,06_GALLINARI,\136_OKC_Intros_1\06_GALLINARI\064_Gallinari_Intro1_RIB_F_v01.mov,-,nclc,nclc,7975,272631917,9504,144,66.000,CFR,29.970,273271748,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,,068_Gallinari_Intro1_SCB_v01.mov,1,,1,136,068,017,SCB,7.97s,,-,8,,,,136_OKC_Intros_1,06_GALLINARI,\136_OKC_Intros_1\06_GALLINARI\068_Gallinari_Intro1_SCB_v01.mov,-,nclc,nclc,7975,497509937,1920,1080,1.778,CFR,29.970,499982966,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,07_SGA,071_Gilgeous_Alexander_Intro1_AUD_F_v01.mov,1,,1,136,071,001,AUD_F,7.97s,,-,1,,,,136_OKC_Intros_1,07_SGA,\136_OKC_Intros_1\07_SGA\071_Gilgeous_Alexander_Intro1_AUD_F_v01.mov,-,nclc,nclc,7975,2428456854,10160,1600,6.350,CFR,29.970,2422406297,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,,074_Gilgeous_Alexander_Intro1_RIB_F_v01.mov,1,,1,136,074,010,RIB_F,7.97s,,-,1,,,,136_OKC_Intros_1,07_SGA,\136_OKC_Intros_1\07_SGA\074_Gilgeous_Alexander_Intro1_RIB_F_v01.mov,-,nclc,nclc,7975,265066411,9504,144,66.000,CFR,29.970,265730564,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,,078_Gilgeous_Alexander_Intro1_SCB_v01.mov,1,,1,136,078,017,SCB,7.97s,,-,1,,,,136_OKC_Intros_1,07_SGA,\136_OKC_Intros_1\07_SGA\078_Gilgeous_Alexander_Intro1_SCB_v01.mov,-,nclc,nclc,7975,496204863,1920,1080,1.778,CFR,29.970,500300713,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,08_HALL,081_Hall_Intro1_AUD_F_v01.mov,1,,1,136,081,001,AUD_F,7.97s,,-,17,,,,136_OKC_Intros_1,08_HALL,\136_OKC_Intros_1\08_HALL\081_Hall_Intro1_AUD_F_v01.mov,-,nclc,nclc,7975,2153380056,10160,1600,6.350,CFR,29.970,2148279083,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,,084_Hall_Intro1_RIB_F_v01.mov,1,,1,136,084,010,RIB_F,7.97s,,-,17,,,,136_OKC_Intros_1,08_HALL,\136_OKC_Intros_1\08_HALL\084_Hall_Intro1_RIB_F_v01.mov,-,nclc,nclc,7975,253595526,9504,144,66.000,CFR,29.970,254466818,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,,088_Hall_Intro1_SCB_v01.mov,1,,1,136,088,017,SCB,7.97s,,-,17,,,,136_OKC_Intros_1,08_HALL,\136_OKC_Intros_1\08_HALL\088_Hall_Intro1_SCB_v01.mov,-,nclc,nclc,7975,327103569,1920,1080,1.778,CFR,29.970,332390332,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,09_HERVEY,091_Hervey_Intro1_AUD_F_v01.mov,1,,1,136,091,001,AUD_F,7.97s,,-,15,,,,136_OKC_Intros_1,09_HERVEY,\136_OKC_Intros_1\09_HERVEY\091_Hervey_Intro1_AUD_F_v01.mov,-,nclc,nclc,7975,2152064003,10160,1600,6.350,CFR,29.970,2146968170,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,,094_Hervey_Intro1_RIB_F_v01.mov,1,,1,136,094,010,RIB_F,7.97s,,-,15,,,,136_OKC_Intros_1,09_HERVEY,\136_OKC_Intros_1\09_HERVEY\094_Hervey_Intro1_RIB_F_v01.mov,-,nclc,nclc,7975,258297930,9504,144,66.000,CFR,29.970,259154336,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,,098_Hervey_Intro1_SCB_v01.mov,1,,1,136,098,017,SCB,7.97s,,-,15,,,,136_OKC_Intros_1,09_HERVEY,\136_OKC_Intros_1\09_HERVEY\098_Hervey_Intro1_SCB_v01.mov,-,nclc,nclc,7975,315167502,1920,1080,1.778,CFR,29.970,320791507,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,10_MUSCALA,101_Muscala_Intro1_AUD_F_v01.mov,1,,1,136,101,001,AUD_F,7.97s,,-,16,,,,136_OKC_Intros_1,10_MUSCALA,\136_OKC_Intros_1\10_MUSCALA\101_Muscala_Intro1_AUD_F_v01.mov,-,nclc,nclc,7975,2418285146,10160,1600,6.350,CFR,29.970,2412187455,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,,104_Muscala_Intro1_RIB_F_v01.mov,1,,1,136,104,010,RIB_F,7.97s,,-,16,,,,136_OKC_Intros_1,10_MUSCALA,\136_OKC_Intros_1\10_MUSCALA\104_Muscala_Intro1_RIB_F_v01.mov,-,nclc,nclc,7975,273985403,9504,144,66.000,CFR,29.970,274620920,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,,108_Muscala_Intro1_SCB_v01.mov,1,,1,136,108,017,SCB,7.97s,,-,16,,,,136_OKC_Intros_1,10_MUSCALA,\136_OKC_Intros_1\10_MUSCALA\108_Muscala_Intro1_SCB_v01.mov,-,nclc,nclc,7975,494119574,1920,1080,1.778,CFR,29.970,496956686,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,11_NADER,111_Nader_Intro1_AUD_F_v01.mov,1,,1,136,111,001,AUD_F,7.97s,,-,11,,,,136_OKC_Intros_1,11_NADER,\136_OKC_Intros_1\11_NADER\111_Nader_Intro1_AUD_F_v01.mov,-,nclc,nclc,7975,2414349381,10160,1600,6.350,CFR,29.970,2408269952,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,,114_Nader_Intro1_RIB_F_v01.mov,1,,1,136,114,010,RIB_F,7.97s,,-,11,,,,136_OKC_Intros_1,11_NADER,\136_OKC_Intros_1\11_NADER\114_Nader_Intro1_RIB_F_v01.mov,-,nclc,nclc,7975,274028643,9504,144,66.000,CFR,29.970,274664005,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,,118_Nader_Intro1_SCB_v01.mov,1,,1,136,118,017,SCB,7.97s,,-,11,,,,136_OKC_Intros_1,11_NADER,\136_OKC_Intros_1\11_NADER\118_Nader_Intro1_SCB_v01.mov,-,nclc,nclc,7975,484092462,1920,1080,1.778,CFR,29.970,487294006,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,12_NOEL,121_Noel_Intro1_AUD_F_v01.mov,1,,1,136,121,001,AUD_F,7.97s,,-,9,,,,136_OKC_Intros_1,12_NOEL,\136_OKC_Intros_1\12_NOEL\121_Noel_Intro1_AUD_F_v01.mov,-,nclc,nclc,7975,2437996355,10160,1600,6.350,CFR,29.970,2431841913,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,,124_Noel_Intro1_RIB_F_v01.mov,1,,1,136,124,010,RIB_F,7.97s,,-,9,,,,136_OKC_Intros_1,12_NOEL,\136_OKC_Intros_1\12_NOEL\124_Noel_Intro1_RIB_F_v01.mov,-,nclc,nclc,7975,275704266,9504,144,66.000,CFR,29.970,276334311,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,,128_Noel_Intro1_SCB_v01.mov,1,,1,136,128,017,SCB,7.97s,,-,9,,,,136_OKC_Intros_1,12_NOEL,\136_OKC_Intros_1\12_NOEL\128_Noel_Intro1_SCB_v01.mov,-,nclc,nclc,7975,472163022,1920,1080,1.778,CFR,29.970,475748284,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,13_PAUL,131_PaulIntro1_AUD_F_v01.mov,1,,1,136,131,001,AUD_F,7.97s,,-,2,,,,136_OKC_Intros_1,13_PAUL,\136_OKC_Intros_1\13_PAUL\131_PaulIntro1_AUD_F_v01.mov,-,nclc,nclc,7975,2353328809,10160,1600,6.350,CFR,29.970,2347384179,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,,134_PaulIntro1_RIB_F_v01.mov,1,,1,136,134,010,RIB_F,7.97s,,-,2,,,,136_OKC_Intros_1,13_PAUL,\136_OKC_Intros_1\13_PAUL\134_PaulIntro1_RIB_F_v01.mov,-,nclc,nclc,7975,278323438,9504,144,66.000,CFR,29.970,278945180,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,,138_PaulIntro1_SCB_v01.mov,1,,1,136,138,017,SCB,7.97s,,-,2,,,,136_OKC_Intros_1,13_PAUL,\136_OKC_Intros_1\13_PAUL\138_PaulIntro1_SCB_v01.mov,-,nclc,nclc,7975,488532386,1920,1080,1.778,CFR,29.970,488951514,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,14_ROBERSON,141_Roberson_Intro1_AUD_F_v01.mov,1,,1,136,141,001,AUD_F,7.97s,,-,12,,,,136_OKC_Intros_1,14_ROBERSON,\136_OKC_Intros_1\14_ROBERSON\141_Roberson_Intro1_AUD_F_v01.mov,-,nclc,nclc,7975,2187537498,10160,1600,6.350,CFR,29.970,2182329420,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,,144_Roberson_Intro1_RIB_F_v01.mov,1,,1,136,144,010,RIB_F,7.97s,,-,12,,,,136_OKC_Intros_1,14_ROBERSON,\136_OKC_Intros_1\14_ROBERSON\144_Roberson_Intro1_RIB_F_v01.mov,-,nclc,nclc,7975,259915323,9504,144,66.000,CFR,29.970,260766628,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,,148_Roberson_Intro1_SCB_v01.mov,1,,1,136,148,017,SCB,7.97s,,-,12,,,,136_OKC_Intros_1,14_ROBERSON,\136_OKC_Intros_1\14_ROBERSON\148_Roberson_Intro1_SCB_v01.mov,-,nclc,nclc,7975,355048850,1920,1080,1.778,CFR,29.970,360774127,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,16_SCHRODER,161_Schroder_Intro1_AUD_F_v01.mov,1,,1,136,161,001,AUD_F,7.97s,,-,11,,,,136_OKC_Intros_1,16_SCHRODER,\136_OKC_Intros_1\16_SCHRODER\161_Schroder_Intro1_AUD_F_v01.mov,-,nclc,nclc,7975,2380806159,10160,1600,6.350,CFR,29.970,2374884699,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,,164_Shroder_Intro1_RIB_F_v01.mov,1,,1,136,164,010,RIB_F,7.97s,,-,11,,,,136_OKC_Intros_1,16_SCHRODER,\136_OKC_Intros_1\16_SCHRODER\164_Shroder_Intro1_RIB_F_v01.mov,-,nclc,nclc,7975,277702655,9504,144,66.000,CFR,29.970,278326411,PCM,Little / Signed,sowt,7975,2,L R,44100,16
,,168_Schroder_Intro1_SCB_v01.mov,1,,1,136,168,017,SCB,7.97s,,-,11,,,,136_OKC_Intros_1,16_SCHRODER,\136_OKC_Intros_1\16_SCHRODER\168_Schroder_Intro1_SCB_v01.mov,-,nclc,nclc,7975,498896518,1920,1080,1.778,CFR,29.970,502797484,PCM,Little / Signed,sowt,7975,2,L R,44100,16
137_OKC_Intros_2,00_ADAMS,001_AdamsIntro2_AUD_F_v01.mov,1,,1,137,001,001,AUD_F,10s,,-,,,For City Jeresy's ,,137_OKC_Intros_2,00_ADAMS,\137_OKC_Intros_2\00_ADAMS\001_AdamsIntro2_AUD_F_v01.mov,-,nclc,nclc,10010,430574272,10160,1600,6.350,CFR,29.970,540629908,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,004_AdamsIntro2_RIB_F_v01.mov,1,,1,137,004,010,RIB_F,10s,,-,,,,,137_OKC_Intros_2,00_ADAMS,\137_OKC_Intros_2\00_ADAMS\004_AdamsIntro2_RIB_F_v01.mov,-,nclc,nclc,10010,45318936,9504,144,66.000,CFR,29.970,58578175,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,008_AdamsIntro2_SCB_v01.mov,1,,1,137,008,017,SCB,8s,,-,,,,,137_OKC_Intros_2,00_ADAMS,\137_OKC_Intros_2\00_ADAMS\008_AdamsIntro2_SCB_v01.mov,-,nclc,nclc,8008,350117167,1920,1080,1.778,CFR,29.970,351957419,PCM,Little / Signed,sowt,8008,2,L R,44100,16
,01_BAZLEY,011_BazleyIntro2_AUD_F_v01.mov,1,,1,137,011,001,AUD_F,10s,,-,,,,,137_OKC_Intros_2,01_BAZLEY,\137_OKC_Intros_2\01_BAZLEY\011_BazleyIntro2_AUD_F_v01.mov,-,nclc,nclc,10010,410097680,10160,1600,6.350,CFR,29.970,515008555,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,014_BazleyIntro2_RIB_F_v01.mov,1,,1,137,014,010,RIB_F,10s,,-,,,,,137_OKC_Intros_2,01_BAZLEY,\137_OKC_Intros_2\01_BAZLEY\014_BazleyIntro2_RIB_F_v01.mov,-,nclc,nclc,10010,45711680,9504,144,66.000,CFR,29.970,59069603,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,018_BazleyIntro2_SCB_v01.mov,1,,1,137,018,017,SCB,8s,,-,,,,,137_OKC_Intros_2,01_BAZLEY,\137_OKC_Intros_2\01_BAZLEY\018_BazleyIntro2_SCB_v01.mov,-,nclc,nclc,8008,343511124,1920,1080,1.778,CFR,29.970,345344763,PCM,Little / Signed,sowt,8008,2,L R,44100,16
,02_BURTON,021_BurtonIntro2_AUD_F_v01.mov,1,,1,137,021,001,AUD_F,10s,,-,,,,,137_OKC_Intros_2,02_BURTON,\137_OKC_Intros_2\02_BURTON\021_BurtonIntro2_AUD_F_v01.mov,-,nclc,nclc,10010,402348995,10160,1600,6.350,CFR,29.970,505313004,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,024_BurtonIntro2_RIB_F_v01.mov,1,,1,137,024,010,RIB_F,10s,,-,,,,,137_OKC_Intros_2,02_BURTON,\137_OKC_Intros_2\02_BURTON\024_BurtonIntro2_RIB_F_v01.mov,-,nclc,nclc,10010,41813104,9504,144,66.000,CFR,29.970,54191505,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,028_BurtonIntro2_SCB_v01.mov,1,,1,137,028,017,SCB,8s,,-,,,,,137_OKC_Intros_2,02_BURTON,\137_OKC_Intros_2\02_BURTON\028_BurtonIntro2_SCB_v01.mov,-,nclc,nclc,8008,347044032,1920,1080,1.778,CFR,29.970,348881209,PCM,Little / Signed,sowt,8008,2,L R,44100,16
,03_DIALLO,031_DialloIntro2_AUD_F_v01.mov,1,,1,137,031,001,AUD_F,10s,,-,,,,,137_OKC_Intros_2,03_DIALLO,\137_OKC_Intros_2\03_DIALLO\031_DialloIntro2_AUD_F_v01.mov,-,nclc,nclc,10010,406206604,10160,1600,6.350,CFR,29.970,510139852,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,034_DialloIntro2_RIB_F_v01.mov,1,,1,137,034,010,RIB_F,10s,,-,,,,,137_OKC_Intros_2,03_DIALLO,\137_OKC_Intros_2\03_DIALLO\034_DialloIntro2_RIB_F_v01.mov,-,nclc,nclc,10010,42275758,9504,144,66.000,CFR,29.970,54770407,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,038_DialloIntro2_SCB_v01.mov,1,,1,137,038,017,SCB,8s,,-,,,,,137_OKC_Intros_2,03_DIALLO,\137_OKC_Intros_2\03_DIALLO\038_DialloIntro2_SCB_v01.mov,-,nclc,nclc,8008,348121444,1920,1080,1.778,CFR,29.970,349959702,PCM,Little / Signed,sowt,8008,2,L R,44100,16
,04_DORT,041_DortIntro2_AUD_F_v01.mov,1,,1,137,041,001,AUD_F,10s,,-,,,,,137_OKC_Intros_2,04_DORT,\137_OKC_Intros_2\04_DORT\041_DortIntro2_AUD_F_v01.mov,-,nclc,nclc,10010,405634790,10160,1600,6.350,CFR,29.970,509424361,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,044_DortIntro2_RIB_F_v01.mov,1,,1,137,044,010,RIB_F,10s,,-,,,,,137_OKC_Intros_2,04_DORT,\137_OKC_Intros_2\04_DORT\044_DortIntro2_RIB_F_v01.mov,-,nclc,nclc,10010,44606041,9504,144,66.000,CFR,29.970,57686171,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,048_DortIntro2_SCB_v01.mov,1,,1,137,048,017,SCB,8s,,-,,,,,137_OKC_Intros_2,04_DORT,\137_OKC_Intros_2\04_DORT\048_DortIntro2_SCB_v01.mov,-,nclc,nclc,8008,346303142,1920,1080,1.778,CFR,29.970,348139566,PCM,Little / Signed,sowt,8008,2,L R,44100,16
,05_FERGUSON,051_FergusonIntro2_AUD_F_v01.mov,1,,1,137,051,001,AUD_F,10s,,-,,,,,137_OKC_Intros_2,05_FERGUSON,\137_OKC_Intros_2\05_FERGUSON\051_FergusonIntro2_AUD_F_v01.mov,-,nclc,nclc,10010,422802883,10160,1600,6.350,CFR,29.970,530905991,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,054_FergusonIntro2_RIB_F_v01.mov,1,,1,137,054,010,RIB_F,10s,,-,,,,,137_OKC_Intros_2,05_FERGUSON,\137_OKC_Intros_2\05_FERGUSON\054_FergusonIntro2_RIB_F_v01.mov,-,nclc,nclc,10010,56355505,9504,144,66.000,CFR,29.970,72387724,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,058_FergusonIntro2_SCB_v01.mov,1,,1,137,058,017,SCB,8s,,-,,,,,137_OKC_Intros_2,05_FERGUSON,\137_OKC_Intros_2\05_FERGUSON\058_FergusonIntro2_SCB_v01.mov,-,nclc,nclc,8008,348507259,1920,1080,1.778,CFR,29.970,350345909,PCM,Little / Signed,sowt,8008,2,L R,44100,16
,06_GALLINARI,061_GallinariIntro2_AUD_F_v01.mov,1,,1,137,061,001,AUD_F,10s,,-,,,,,137_OKC_Intros_2,06_GALLINARI,\137_OKC_Intros_2\06_GALLINARI\061_GallinariIntro2_AUD_F_v01.mov,-,nclc,nclc,10010,414798146,10160,1600,6.350,CFR,29.970,520890043,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,064_GallinariIntro2_RIB_F_v01.mov,1,,1,137,064,010,RIB_F,10s,,-,,,,,137_OKC_Intros_2,06_GALLINARI,\137_OKC_Intros_2\06_GALLINARI\064_GallinariIntro2_RIB_F_v01.mov,-,nclc,nclc,10010,49329746,9504,144,66.000,CFR,29.970,63596729,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,068_GallinariIntro2_SCB_v01.mov,1,,1,137,068,017,SCB,8s,,-,,,,,137_OKC_Intros_2,06_GALLINARI,\137_OKC_Intros_2\06_GALLINARI\068_GallinariIntro2_SCB_v01.mov,-,nclc,nclc,8008,349922403,1920,1080,1.778,CFR,29.970,351762466,PCM,Little / Signed,sowt,8008,2,L R,44100,16
,07_SGA,071_SGAIntro2_AUD_F_v01.mov,1,,1,137,071,001,AUD_F,10s,,-,,,,,137_OKC_Intros_2,07_SGA,\137_OKC_Intros_2\07_SGA\071_SGAIntro2_AUD_F_v01.mov,-,nclc,nclc,10010,432955379,10160,1600,6.350,CFR,29.970,543609202,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,074_SGAIntro2_RIB_F_v01.mov,1,,1,137,074,010,RIB_F,10s,,-,,,,,137_OKC_Intros_2,07_SGA,\137_OKC_Intros_2\07_SGA\074_SGAIntro2_RIB_F_v01.mov,-,nclc,nclc,10010,61435967,9504,144,66.000,CFR,29.970,78744576,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,078_SGAIntro2_SCB_v01.mov,1,,1,137,078,017,SCB,8s,,-,,,,,137_OKC_Intros_2,07_SGA,\137_OKC_Intros_2\07_SGA\078_SGAIntro2_SCB_v01.mov,-,nclc,nclc,8008,349382702,1920,1080,1.778,CFR,29.970,351222240,PCM,Little / Signed,sowt,8008,2,L R,44100,16
,10_MUSCALA,101_MuscalaIntro2_AUD_F_v01.mov,1,,1,137,101,001,AUD_F,10s,,-,,,,,137_OKC_Intros_2,10_MUSCALA,\137_OKC_Intros_2\10_MUSCALA\101_MuscalaIntro2_AUD_F_v01.mov,-,nclc,nclc,10010,403065398,10160,1600,6.350,CFR,29.970,506209396,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,104_MuscalaIntro2_RIB_F_v01.mov,1,,1,137,104,010,RIB_F,10s,,-,,,,,137_OKC_Intros_2,10_MUSCALA,\137_OKC_Intros_2\10_MUSCALA\104_MuscalaIntro2_RIB_F_v01.mov,-,nclc,nclc,10010,49010452,9504,144,66.000,CFR,29.970,63197190,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,108_MuscalaIntro2_SCB_v01.mov,1,,1,137,108,017,SCB,8s,,-,,,,,137_OKC_Intros_2,10_MUSCALA,\137_OKC_Intros_2\10_MUSCALA\108_MuscalaIntro2_SCB_v01.mov,-,nclc,nclc,8008,348245781,1920,1080,1.778,CFR,29.970,350084159,PCM,Little / Signed,sowt,8008,2,L R,44100,16
,11_NADER,111_NaderIntro2_AUD_F_v01.mov,1,,1,137,111,001,AUD_F,10s,,-,,,,,137_OKC_Intros_2,11_NADER,\137_OKC_Intros_2\11_NADER\111_NaderIntro2_AUD_F_v01.mov,-,nclc,nclc,10010,388497303,10160,1600,6.350,CFR,29.970,487981043,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,114_NaderIntro2_RIB_F_v01.mov,1,,1,137,114,010,RIB_F,10s,,-,,,,,137_OKC_Intros_2,11_NADER,\137_OKC_Intros_2\11_NADER\114_NaderIntro2_RIB_F_v01.mov,-,nclc,nclc,10010,40481014,9504,144,66.000,CFR,29.970,52524713,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,118_NaderIntro2_SCB_v01.mov,1,,1,137,118,017,SCB,8s,,-,,,,,137_OKC_Intros_2,11_NADER,\137_OKC_Intros_2\11_NADER\118_NaderIntro2_SCB_v01.mov,-,nclc,nclc,8008,346828551,1920,1080,1.778,CFR,29.970,348665509,PCM,Little / Signed,sowt,8008,2,L R,44100,16
,12_NOEL,121_NoelIntro2_AUD_F_v01.mov,1,,1,137,121,001,AUD_F,10s,,-,,,,,137_OKC_Intros_2,12_NOEL,\137_OKC_Intros_2\12_NOEL\121_NoelIntro2_AUD_F_v01.mov,-,nclc,nclc,10010,388825202,10160,1600,6.350,CFR,29.970,488391334,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,124_NoelIntro2_RIB_F_v01.mov,1,,1,137,124,010,RIB_F,10s,,-,,,,,137_OKC_Intros_2,12_NOEL,\137_OKC_Intros_2\12_NOEL\124_NoelIntro2_RIB_F_v01.mov,-,nclc,nclc,10010,41504713,9504,144,66.000,CFR,29.970,53805624,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,128_NoelIntro2_SCB_v01.mov,1,,1,137,128,017,SCB,8s,,-,,,,,137_OKC_Intros_2,12_NOEL,\137_OKC_Intros_2\12_NOEL\128_NoelIntro2_SCB_v01.mov,-,nclc,nclc,8008,347400759,1920,1080,1.778,CFR,29.970,349238292,PCM,Little / Signed,sowt,8008,2,L R,44100,16
,13_PAUL,131_PaulIntro2_AUD_F_v01.mov,1,,1,137,131,001,AUD_F,10s,,-,,,,,137_OKC_Intros_2,13_PAUL,\137_OKC_Intros_2\13_PAUL\131_PaulIntro2_AUD_F_v01.mov,-,nclc,nclc,10010,380788874,10160,1600,6.350,CFR,29.970,478335853,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,134_PaulIntro2_RIB_F_v01.mov,1,,1,137,134,010,RIB_F,10s,,-,,,,,137_OKC_Intros_2,13_PAUL,\137_OKC_Intros_2\13_PAUL\134_PaulIntro2_RIB_F_v01.mov,-,nclc,nclc,10010,38640221,9504,144,66.000,CFR,29.970,50221395,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,138_PaulIntro2_SCB_v01.mov,1,,1,137,138,017,SCB,8s,,-,,,,,137_OKC_Intros_2,13_PAUL,\137_OKC_Intros_2\13_PAUL\138_PaulIntro2_SCB_v01.mov,-,nclc,nclc,8008,345818927,1920,1080,1.778,CFR,29.970,347654872,PCM,Little / Signed,sowt,8008,2,L R,44100,16
,16_SCHRODER,161_SchroderIntro2_AUD_F_v01.mov,1,,1,137,161,001,AUD_F,10s,,-,,,,,137_OKC_Intros_2,16_SCHRODER,\137_OKC_Intros_2\16_SCHRODER\161_SchroderIntro2_AUD_F_v01.mov,-,nclc,nclc,10010,437123476,10160,1600,6.350,CFR,29.970,548824634,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,164_SchroderIntro2_RIB_F_v01.mov,1,,1,137,164,010,RIB_F,10s,,-,,,,,137_OKC_Intros_2,16_SCHRODER,\137_OKC_Intros_2\16_SCHRODER\164_SchroderIntro2_RIB_F_v01.mov,-,nclc,nclc,10010,53674364,9504,144,66.000,CFR,29.970,69032931,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,168_SchroderIntro2_SCB_v01.mov,1,,1,137,168,017,SCB,8s,,-,,,,,137_OKC_Intros_2,16_SCHRODER,\137_OKC_Intros_2\16_SCHRODER\168_SchroderIntro2_SCB_v01.mov,-,nclc,nclc,8008,349589606,1920,1080,1.778,CFR,29.970,351429336,PCM,Little / Signed,sowt,8008,2,L R,44100,16
138_OKC_Intros_3,,,,,,,,,,,,-,,,,,138_OKC_Intros_3,16_SCHRODER,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
139_OKC_CRN_ROTATE,,,,,,,,,,,,-,,,,,139_OKC_CRN_ROTATE,16_SCHRODER,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,139_OKC_CRN_ROTATE,16_SCHRODER,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,139_OKC_CRN_ROTATE,16_SCHRODER,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,139_OKC_CRN_ROTATE,16_SCHRODER,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,139_OKC_CRN_ROTATE,16_SCHRODER,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,139_OKC_CRN_ROTATE,16_SCHRODER,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,139_OKC_CRN_ROTATE,16_SCHRODER,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,139_OKC_CRN_ROTATE,16_SCHRODER,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,139_OKC_CRN_ROTATE,16_SCHRODER,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,139_OKC_CRN_ROTATE,16_SCHRODER,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,139_OKC_CRN_ROTATE,16_SCHRODER,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
