LA CLIPPERS Media Delivery,,SYNC ACTIVE,CONTENT ERRORS,,FUSE PROGRAMMER,,,PROGRAMMING IN PROGRESS,,,HUD,,,,RETURN TO INDEX,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,LOOK IDENTIFIER #,File Name,File Version,Content Notes,Version,Bank,Slot ,Mapping #,"Mapping 
Code",File Length,Play Mode,Error Flag,Midi Button,Kerstin Notes,General/Show Call Notes,Upversioned Date,Folder,Look,File Path,Error Flag,Format,Codec_ID,Duration,Bit Rate,Width,Height,Aspect Ratio,Frame Rate Mode,Frame Rate,Stream Size,Audio Format,Audio Format/Settings,Audio Codec ID,Audio Duration,Audio Channels,Audio Channel Layout,Audio Sampling Rate,Audio Bit Depth
,02_Lexus,,,,,,,,,,,-,,,,7/23/2020,079_LAC_CRN_ROTATE,02_Lexus,\079_LAC_CRN_ROTATE\02_Lexus\047_ClippersLogoLoop_CRN_v00.mov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,03_RedBull,,,not delivered 7/23 11:40PM - kh,,,,,,,,-,,,,7/23/2020,079_LAC_CRN_ROTATE,03_RedBull,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,04_ClippersLogoLoop,047_ClippersLogoLoop_CRN_v00.mov,0,,,079,047,014,CRN,,,-,,,,7/23/2020,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,#REF!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,-,,,,,079_LAC_CRN_ROTATE,04_ClippersLogoLoop,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
